Baker Hughes,Curve,Wireline,DRVGN06,DAL,Unitless,Unitless,Packed acoustic gain curves,
Baker Hughes,Curve,Wireline,DRVST01,DAL,s,Time,Packed acoustic start time curves,
Baker Hughes,Curve,Wireline,DRVST06,DAL,s,Time,Packed acoustic start time curves,
Baker Hughes,Curve,Wireline,DRVWV01,DAL,Unitless,Unitless,Packed acoustic wave curves,
Baker Hughes,Curve,Wireline,DRVWV06,DAL,Unitless,Unitless,Packed acoustic wave curves,
Baker Hughes,Curve,Wireline,DSGF,CBL,Unitless,Unitless,Waveform for CBL with DC baseline bias removed (5 ft),
Baker Hughes,Curve,Wireline,DSGN,CBL,Unitless,Unitless,Waveform for CBL with DC baseline bias removed (3 ft),
Baker Hughes,Curve,Wireline,DT12,DAL,s/m,Acoustic transit time (usec/ft),Slowness over 12-inch interval,
Baker Hughes,Curve,Wireline,DT12,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness over 12-inch interval,
Baker Hughes,Curve,Wireline,DT12,SBT,s/m,Acoustic transit time (usec/ft),Slowness over 12-inch interval,
Baker Hughes,Curve,Wireline,DT12F,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness over 12-inches from far transmitter,
Baker Hughes,Curve,Wireline,DT12F,DAL,s/m,Acoustic transit time (usec/ft),Slowness over 12-inches from far transmitter,
Baker Hughes,Curve,Wireline,DT12F,SBT,s/m,Acoustic transit time (usec/ft),Slowness over 12-inches from far transmitter,
Baker Hughes,Curve,Wireline,DT12N,DAL,s/m,Acoustic transit time (usec/ft),Slowness over 12-inches from near transmitter,
Baker Hughes,Curve,Wireline,DT12N,SBT,s/m,Acoustic transit time (usec/ft),Slowness over 12-inches from near transmitter,
Baker Hughes,Curve,Wireline,DT12N,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness over 12-inches from near transmitter,
Baker Hughes,Curve,Wireline,DT16,SBT,s,Time (small),Traveltime T2R6,
Baker Hughes,Curve,Wireline,DT21,SBT,s,Time (small),Traveltime T3R1,
Baker Hughes,Curve,Wireline,DT23,SBT,s,Time (small),Traveltime T1R3,
Baker Hughes,Curve,Wireline,DT24,DAL,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval,
Baker Hughes,Curve,Wireline,DT24,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval,
Baker Hughes,Curve,Wireline,DT24A,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval from avansemb,
